source_node,target_node,edge_type
2211,4683,neg_statement
429,4683,neg_statement
3750,4684,neg_statement
3950,4684,neg_statement
4019,4684,neg_statement
2211,4684,neg_statement
429,4684,neg_statement
3750,4533,neg_statement
3950,4533,neg_statement
4019,4533,neg_statement
2211,4533,neg_statement
429,4533,neg_statement
2211,4685,neg_statement
3750,4685,neg_statement
3950,4685,neg_statement
4019,4685,neg_statement
429,4685,neg_statement
429,4686,neg_statement
3750,4686,neg_statement
3950,4686,neg_statement
4019,4686,neg_statement
2211,4686,neg_statement
1493,4565,neg_statement
1493,4545,neg_statement
1493,4687,neg_statement
1493,4688,neg_statement
1493,4689,neg_statement
1493,4690,neg_statement
1493,4474,neg_statement
1493,4691,neg_statement
1493,4692,neg_statement
1493,4693,neg_statement
509,4565,neg_statement
3221,4565,neg_statement
2544,4565,neg_statement
3571,4565,neg_statement
2153,4565,neg_statement
1303,4565,neg_statement
509,4694,neg_statement
3221,4694,neg_statement
2544,4694,neg_statement
3571,4694,neg_statement
2153,4694,neg_statement
1303,4694,neg_statement
509,4695,neg_statement
3221,4695,neg_statement
2544,4695,neg_statement
3571,4695,neg_statement
2153,4695,neg_statement
1303,4695,neg_statement
509,4696,neg_statement
3221,4696,neg_statement
2544,4696,neg_statement
3571,4696,neg_statement
2153,4696,neg_statement
1303,4696,neg_statement
509,4697,neg_statement
3221,4697,neg_statement
2544,4697,neg_statement
3571,4697,neg_statement
2153,4697,neg_statement
1303,4697,neg_statement
509,4698,neg_statement
3221,4698,neg_statement
2544,4698,neg_statement
3571,4698,neg_statement
2153,4698,neg_statement
1303,4698,neg_statement
2544,4699,neg_statement
3571,4699,neg_statement
2153,4699,neg_statement
1303,4699,neg_statement
509,4699,neg_statement
3221,4699,neg_statement
2544,4700,neg_statement
3571,4700,neg_statement
2153,4700,neg_statement
1303,4700,neg_statement
509,4700,neg_statement
3221,4700,neg_statement
2544,4701,neg_statement
3571,4701,neg_statement
2153,4701,neg_statement
1303,4701,neg_statement
509,4701,neg_statement
3221,4701,neg_statement
2544,4534,neg_statement
3571,4534,neg_statement
2153,4534,neg_statement
1303,4534,neg_statement
509,4534,neg_statement
3221,4534,neg_statement
2544,4702,neg_statement
3571,4702,neg_statement
2153,4702,neg_statement
1303,4702,neg_statement
509,4702,neg_statement
3221,4702,neg_statement
509,4703,neg_statement
3221,4703,neg_statement
2544,4703,neg_statement
3571,4703,neg_statement
2153,4703,neg_statement
1303,4703,neg_statement
2857,4704,neg_statement
2857,4705,neg_statement
2857,4706,neg_statement
2857,4707,neg_statement
2857,4708,neg_statement
2857,4709,neg_statement
